id	label
845	1
846	1
847	0
848	0
849	1
850	0
851	0
852	1
853	1
854	1
855	0
856	0
857	0
858	1
859	0
860	0
861	1
862	1
863	0
864	0
865	0
866	1
867	0
868	1
869	1
870	0
871	1
872	0
873	0
874	1
875	1
876	1
877	0
878	0
879	0
880	0
881	1
882	1
883	1
884	0
885	1
886	0
887	0
888	1
889	0
890	0
891	1
892	0
893	0
894	0
895	0
896	1
897	0
898	0
899	1
900	1
901	1
902	0
903	0
904	1
905	0
906	1
907	1
908	0
909	1
910	0
911	1
912	0
913	1
914	1
915	1
916	1
917	0
918	1
919	0
920	0
921	0
922	1
923	0
924	1
925	1
926	1
927	0
928	1
929	0
930	0
931	0
932	1
933	1
934	1
935	1
936	0
937	0
938	1
939	1
940	0
941	0
942	1
943	0
944	1
945	0
946	1
947	0
948	1
949	0
950	0
951	0
952	1
953	1
954	1
955	1
956	1
957	1
958	0
959	1
960	0
961	1
962	0
963	1
964	1
965	1
966	0
967	0
968	0
969	1
970	0
971	0
972	0
973	0
974	0
975	1
976	0
977	0
978	0
979	1
980	1
981	0
982	1
983	1
984	1
985	0
986	1
987	0
988	0
989	0
990	0
991	0
992	1
993	1
994	0
995	0
996	1
997	0
998	0
999	1
1000	0
1001	1
1002	0
1003	1
1004	1
1005	0
1006	1
1007	1
1008	0
1009	0
1010	1
1011	0
1012	0
1013	0
1014	0
1015	1
1016	0
1017	1
1018	1
1019	1
1020	1
1021	1
1022	1
1023	0
1024	0
1025	0
1026	0
1027	1
1028	0
1029	0
1030	1
1031	0
1032	1
1033	0
1034	1
1035	0
1036	0
1037	0
1038	0
1039	0
1040	0
1041	1
1042	0
1043	1
1044	1
1045	1
1046	0
1047	0
1048	0
1049	1
1050	0
1051	0
1052	0
1053	0
1054	0
1055	0
1056	0
1057	1
1058	0
1059	0
1060	1
1061	0
1062	1
1063	1
1064	0
1065	0
1066	1
1067	0
1068	0
1069	0
1070	1
1071	0
1072	1
1073	1
1074	1
1075	0
1076	0
1077	1
1078	0
1079	0
1080	0
1081	1
1082	0
1083	0
1084	0
1085	0
1086	1
1087	1
1088	0
1089	0
1090	0
1091	1
1092	0
1093	1
1094	0
1095	1
1096	0
1097	0
1098	1
1099	0
1100	0
1101	0
1102	1
1103	1
1104	0
1105	0
1106	0
1107	0
1108	0
1109	1
1110	0
1111	1
1112	1
1113	0
1114	0
1115	1
1116	0
1117	1
1118	0
1119	0
1120	0
1121	1
1122	1
1123	0
1124	1
1125	1
1126	0
1127	1
1128	1
1129	0
1130	0
1131	1
1132	1
1133	0
1134	0
1135	1
1136	0
1137	0
1138	0
1139	1
1140	0
1141	0
1142	0
1143	1
1144	0
1145	1
1146	0
1147	0
1148	1
1149	1
1150	1
1151	0
1152	0
1153	0
1154	0
1155	1
1156	0
1157	1
1158	1
1159	1
1160	0
1161	0
1162	0
1163	1
1164	1
1165	0
1166	1
1167	0
1168	1
1169	0
1170	1
1171	1
1172	1
1173	1
1174	1
1175	0
1176	0
1177	0
1178	1
1179	1
1180	0
1181	0
1182	0
1183	0
1184	0
1185	1
1186	0
1187	0
1188	0
1189	0
1190	1
1191	0
1192	0
1193	0
1194	1
1195	0
1196	1
1197	0
1198	1
1199	0
1200	0
1201	1
1202	0
1203	1
1204	0
1205	0
1206	1
1207	0
1208	0
1209	1
1210	1
1211	0
1212	0
1213	0
1214	0
1215	0
1216	0
1217	0
1218	1
1219	1
1220	0
1221	0
1222	0
1223	1
1224	1
1225	0
1226	1
1227	1
1228	1
1229	0
1230	0
1231	0
1232	0
1233	1
1234	1
1235	0
1236	1
1237	0
1238	1
1239	0
1240	1
1241	0
1242	1
1243	0
1244	1
1245	1
1246	0
1247	0
1248	0
1249	1
1250	1
1251	1
1252	1
1253	1
1254	1
1255	0
1256	0
1257	0
1258	0
1259	1
1260	1
1261	0
1262	0
1263	0
1264	0
1265	0
1266	1
1267	0
1268	1
1269	0
1270	1
1271	0
1272	1
1273	0
1274	1
1275	1
1276	0
1277	1
1278	0
1279	0
1280	0
1281	0
1282	0
1283	0
1284	0
1285	0
1286	1
1287	1
1288	0
1289	0
1290	1
1291	0
1292	0
1293	1
1294	1
1295	0
1296	1
1297	0
1298	0
1299	1
1300	0
1301	1
1302	0
1303	1
1304	0
1305	1
1306	0
1307	1
1308	1
1309	0
1310	0
1311	0
1312	0
1313	1
1314	0
1315	0
1316	0
1317	1
1318	1
1319	1
1320	0
1321	1
1322	0
1323	0
1324	0
1325	1
1326	1
1327	0
1328	1
1329	0
1330	1
1331	0
1332	0
1333	0
1334	0
1335	1
1336	0
1337	1
1338	0
1339	1
1340	0
1341	1
1342	0
1343	0
1344	1
1345	0
1346	0
1347	0
1348	0
1349	0
1350	1
1351	1
1352	1
1353	1
1354	0
1355	1
1356	0
1357	0
1358	0
1359	0
1360	1
1361	0
1362	0
1363	1
1364	0
1365	0
1366	1
1367	0
1368	1
1369	0
1370	1
1371	0
1372	1
1373	0
1374	0
1375	0
1376	0
1377	1
1378	1
1379	0
1380	1
1381	0
1382	0
1383	1
1384	0
1385	0
1386	1
1387	1
1388	0
1389	1
1390	1
1391	0
1392	1
1393	0
1394	0
1395	0
1396	1
1397	0
1398	0
1399	0
1400	1
1401	1
1402	0
1403	0
1404	0
1405	0
1406	1
1407	1
1408	1
1409	0
1410	0
1411	0
1412	0
1413	1
1414	0
1415	0
1416	0
1417	1
1418	1
1419	1
1420	0
1421	0
1422	0
1423	0
1424	0
1425	0
1426	1
1427	0
1428	1
1429	0
1430	1
1431	0
1432	0
1433	0
1434	0
1435	0
1436	1
1437	0
1438	0
1439	0
1440	0
1441	0
1442	0
1443	0
1444	0
1445	0
1446	0
1447	0
1448	1
1449	0
1450	0
1451	0
1452	1
1453	0
1454	0
1455	0
1456	1
1457	0
1458	1
1459	0
1460	0
1461	0
1462	1
1463	0
1464	1
1465	0
1466	0
1467	1
1468	0
1469	0
1470	1
1471	0
1472	0
1473	0
1474	0
1475	0
1476	0
1477	0
1478	1
1479	0
1480	0
1481	1
1482	0
1483	1
1484	0
1485	1
1486	0
1487	0
1488	0
1489	1
1490	1
1491	0
1492	1
1493	0
1494	1
1495	0
1496	1
1497	0
1498	0
1499	1
1500	0
1501	0
1502	0
1503	0
1504	1
1505	0
1506	1
1507	1
1508	0
1509	0
1510	0
1511	0
1512	0
1513	0
1514	1
1515	0
1516	1
1517	0
1518	1
1519	0
1520	0
1521	1
1522	0
1523	1
1524	1
1525	1
1526	1
1527	1
1528	0
1529	1
1530	0
1531	1
1532	1
1533	1
1534	0
1535	1
1536	1
1537	1
1538	1
1539	0
1540	0
1541	1
1542	1
1543	1
1544	0
1545	1
1546	0
1547	0
1548	0
1549	1
1550	0
1551	0
1552	1
1553	0
1554	1
1555	0
1556	0
1557	1
1558	0
1559	1
1560	1
1561	1
1562	0
1563	0
1564	0
1565	0
1566	0
1567	1
1568	0
1569	1
1570	0
1571	0
1572	0
1573	0
1574	0
1575	0
1576	0
1577	0
1578	0
1579	1
1580	0
1581	0
1582	0
1583	1
1584	1
1585	1
1586	0
1587	0
1588	0
1589	0
1590	0
1591	0
1592	0
1593	0
1594	1
1595	0
1596	1
1597	0
1598	1
1599	0
1600	0
1601	1
1602	0
1603	0
1604	1
1605	0
1606	1
1607	1
1608	1
1609	0
1610	0
1611	0
1612	0
1613	1
1614	0
1615	1
1616	0
1617	0
1618	1
1619	1
1620	0
1621	1
1622	0
1623	0
1624	0
1625	0
1626	1
1627	1
1628	1
1629	0
1630	0
1631	0
1632	1
1633	0
1634	1
1635	0
1636	0
1637	0
1638	0
1639	0
1640	0
1641	0
1642	1
1643	0
1644	0
1645	1
1646	0
1647	0
1648	1
1649	0
1650	0
1651	1
1652	0
1653	1
1654	0
1655	1
1656	0
1657	1
1658	1
1659	1
1660	1
1661	1
1662	1
1663	1
1664	1
1665	1
1666	1
1667	0
1668	0
1669	1
1670	1
1671	1
1672	1
1673	0
1674	0
1675	0
1676	1
1677	0
1678	0
1679	1
1680	0
1681	1
1682	1
1683	0
1684	1
1685	0
1686	0
1687	0
1688	0
1689	0
1690	0
1691	1
1692	0
1693	0
1694	0
1695	1
1696	0
1697	0
1698	0
1699	1
1700	1
1701	1
1702	1
1703	0
1704	1
1705	0
1706	0
1707	0
1708	1
1709	1
1710	0
1711	0
1712	0
1713	0
1714	0
1715	1
1716	0
1717	0
1718	0
1719	1
1720	1
1721	0
1722	0
1723	0
1724	0
1725	1
1726	1
1727	0
1728	1
1729	0
1730	0
1731	1
1732	0
1733	0
1734	1
1735	0
1736	0
1737	1
1738	0
1739	0
1740	1
1741	1
1742	1
1743	1
1744	1
1745	0
1746	1
1747	1
1748	0
1749	0
1750	1
1751	1
1752	0
1753	0
1754	1
1755	0
1756	0
1757	0
1758	0
1759	0
1760	1
1761	1
1762	0
1763	0
1764	0
1765	0
1766	0
1767	1
1768	0
1769	1
1770	0
1771	0
1772	0
1773	1
1774	0
1775	1
1776	0
1777	0
1778	1
1779	1
1780	1
1781	1
1782	0
1783	0
1784	0
1785	0
1786	0
1787	1
1788	1
1789	0
1790	0
1791	0
1792	1
1793	0
1794	0
1795	0
1796	0
1797	0
1798	1
1799	0
1800	0
1801	0
1802	1
1803	1
1804	0
1805	0
1806	1
1807	0
1808	0
1809	1
1810	1
1811	0
1812	0
1813	0
1814	1
1815	0
1816	0
1817	0
1818	1
1819	0
1820	0
1821	0
1822	0
1823	0
1824	0
1825	0
1826	1
1827	0
1828	1
1829	1
1830	0
1831	0
1832	0
1833	1
1834	0
1835	1
1836	1
1837	0
1838	1
1839	0
1840	0
1841	0
1842	1
1843	0
1844	1
1845	0
1846	0
1847	0
1848	0
1849	1
1850	0
1851	0
1852	0
1853	0
1854	1
1855	1
1856	0
1857	1
1858	0
1859	0
1860	1
1861	1
1862	1
1863	1
1864	1
1865	1
1866	0
1867	1
1868	0
1869	1
1870	1
1871	0
1872	0
1873	0
1874	0
1875	0
1876	0
1877	1
1878	0
1879	0
1880	0
1881	0
1882	0
1883	1
1884	1
1885	0
1886	0
1887	0
1888	0
1889	0
1890	1
1891	0
1892	1
1893	0
1894	1
1895	1
1896	1
1897	1
1898	0
1899	1
1900	1
1901	1
1902	0
1903	0
1904	0
1905	1
1906	0
1907	0
1908	1
1909	0
1910	0
1911	0
1912	0
1913	1
1914	1
1915	0
1916	0
1917	0
1918	0
1919	1
1920	0
1921	0
1922	1
1923	0
1924	0
1925	0
1926	0
1927	0
1928	0
1929	1
1930	1
1931	0
1932	0
1933	0
1934	0
1935	0
1936	0
1937	0
1938	1
1939	0
1940	1
1941	0
1942	0
1943	1
1944	0
1945	1
1946	1
1947	1
1948	1
1949	0
1950	0
1951	1
1952	0
1953	0
1954	1
1955	0
1956	1
1957	0
1958	0
1959	0
1960	0
1961	0
1962	1
1963	0
1964	0
1965	0
1966	0
1967	0
1968	1
1969	0
1970	1
1971	0
1972	0
1973	0
1974	1
1975	0
1976	0
1977	0
1978	1
1979	1
1980	0
1981	1
1982	1
1983	1
1984	0
1985	1
1986	0
1987	0
1988	1
1989	0
1990	1
1991	1
1992	1
1993	0
1994	1
1995	0
1996	0
1997	0
1998	0
1999	1
2000	0
2001	0
2002	0
2003	1
2004	0
2005	0
2006	1
2007	1
2008	0
2009	1
2010	0
2011	0
2012	0
2013	1
2014	0
2015	0
2016	0
2017	0
2018	0
2019	0
2020	0
2021	0
2022	1
2023	1
2024	1
2025	0
2026	1
2027	1
2028	0
2029	0
2030	1
2031	1
2032	0
2033	0
2034	0
2035	0
2036	0
2037	0
2038	1
2039	0
2040	0
2041	0
2042	0
2043	1
2044	0
2045	0
2046	0
2047	1
2048	1
2049	1
2050	0
2051	0
2052	1
2053	0
2054	1
2055	0
2056	1
2057	0
2058	1
2059	1
2060	0
2061	0
2062	0
2063	1
2064	1
2065	0
2066	1
2067	0
2068	0
2069	1
2070	1
2071	1
2072	0
2073	1
2074	0
2075	0
2076	0
2077	0
2078	1
2079	1
2080	0
2081	0
2082	1
2083	0
2084	1
2085	1
2086	0
2087	0
2088	1
2089	0
2090	1
2091	0
2092	0
2093	1
2094	1
2095	0
2096	0
2097	1
2098	0
2099	0
2100	0
2101	1
2102	0
2103	0
2104	0
2105	1
2106	1
2107	0
2108	1
2109	1
2110	0
2111	0
2112	1
2113	0
2114	0
2115	0
2116	0
2117	0
2118	1
2119	0
2120	0
2121	1
2122	0
2123	1
2124	1
2125	0
2126	0
2127	1
2128	1
2129	0
2130	0
2131	1
2132	0
2133	0
2134	1
2135	0
2136	0
2137	1
2138	0
2139	1
2140	0
2141	0
2142	1
2143	1
2144	0
2145	1
2146	1
2147	1
2148	1
2149	0
2150	0
2151	0
2152	0
2153	1
2154	1
2155	1
2156	0
2157	0
2158	0
2159	1
2160	0
2161	1
2162	0
2163	0
2164	1
2165	0
2166	0
2167	1
2168	1
2169	1
2170	0
2171	0
2172	1
2173	1
2174	0
2175	1
2176	0
2177	0
2178	1
2179	0
2180	1
2181	0
2182	0
2183	1
2184	0
2185	0
2186	0
2187	0
2188	1
2189	0
2190	0
2191	0
2192	0
2193	0
2194	1
2195	1
2196	0
2197	0
2198	1
2199	0
2200	0
2201	1
2202	1
2203	0
2204	1
2205	1
2206	0
2207	0
2208	0
2209	1
2210	0
2211	0
2212	0
2213	0
2214	0
2215	1
2216	0
2217	1
2218	0
2219	0
2220	0
2221	1
2222	1
2223	1
2224	1
2225	0
2226	0
2227	0
2228	1
2229	1
2230	1
2231	1
2232	1
2233	1
2234	0
2235	0
2236	0
2237	0
2238	1
2239	0
2240	0
2241	0
2242	1
2243	0
2244	1
2245	0
2246	1
2247	0
2248	1
2249	0
2250	1
2251	1
2252	0
2253	0
2254	1
2255	1
2256	1
2257	1
2258	0
2259	0
2260	1
2261	0
2262	0
2263	0
2264	0
2265	0
2266	0
2267	0
2268	0
2269	1
2270	0
2271	1
2272	0
2273	0
2274	0
2275	0
2276	1
2277	0
2278	1
2279	0
2280	1
2281	1
2282	1
2283	0
2284	0
2285	0
2286	0
2287	1
2288	1
2289	0
2290	0
2291	0
2292	1
2293	0
2294	0
2295	0
2296	0
2297	0
2298	0
2299	0
2300	1
2301	0
2302	1
2303	0
2304	1
2305	0
2306	1
2307	0
2308	1
2309	1
2310	1
2311	1
2312	0
2313	1
2314	0
2315	0
2316	1
2317	1
2318	0
2319	0
2320	0
2321	1
2322	0
2323	1
2324	1
2325	1
2326	0
2327	1
2328	1
2329	1
2330	0
2331	1
2332	1
2333	0
2334	1
2335	0
2336	0
2337	1
2338	0
2339	0
2340	0
2341	1
2342	1
2343	0
2344	0
2345	0
2346	0
2347	1
2348	0
2349	1
2350	0
2351	0
2352	0
2353	1
2354	0
2355	0
2356	0
2357	0
2358	1
2359	0
2360	1
2361	0
2362	1
2363	1
2364	1
2365	1
2366	1
2367	0
2368	1
2369	0
2370	0
2371	0
2372	1
2373	0
2374	0
2375	1
2376	0
2377	0
2378	1
2379	0
2380	0
2381	0
2382	1
2383	0
2384	1
2385	0
2386	0
2387	1
2388	1
2389	1
2390	1
2391	0
2392	0
2393	0
2394	1
2395	0
2396	1
2397	1
2398	0
2399	1
2400	1
2401	0
2402	0
2403	1
2404	0
2405	1
2406	0
2407	0
2408	0
2409	1
2410	1
2411	1
2412	0
2413	1
2414	0
2415	1
2416	1
2417	1
2418	0
2419	1
2420	0
2421	0
2422	0
2423	0
2424	1
2425	0
2426	0
2427	0
2428	0
2429	0
2430	0
2431	0
2432	1
2433	1
2434	0
2435	0
2436	0
2437	0
2438	1
2439	1
2440	0
2441	0
2442	1
2443	0
2444	0
2445	1
2446	0
2447	0
2448	1
2449	1
2450	0
2451	0
2452	0
2453	0
2454	0
2455	1
2456	1
2457	1
2458	0
2459	0
2460	0
2461	0
2462	0
2463	0
2464	0
2465	0
2466	1
2467	1
2468	1
2469	0
2470	1
2471	0
2472	1
2473	1
2474	0
2475	0
2476	0
2477	0
2478	0
2479	0
2480	0
2481	0
2482	0
2483	1
2484	0
2485	0
2486	0
2487	1
2488	0
2489	0
2490	0
2491	0
2492	0
2493	1
2494	0
2495	1
2496	1
2497	1
2498	0
2499	1
2500	0
2501	0
2502	0
2503	0
2504	0
2505	1
2506	0
2507	1
2508	1
2509	0
2510	0
2511	1
2512	0
2513	0
2514	0
2515	1
2516	1
2517	0
2518	0
2519	1
2520	1
2521	0
2522	1
2523	0
2524	0
2525	0
2526	0
2527	0
2528	0
2529	1
2530	1
2531	1
2532	1
2533	0
2534	0
2535	1
2536	0
2537	1
2538	0
2539	0
2540	1
2541	0
2542	0
2543	0
2544	1
2545	0
2546	0
2547	0
2548	0
2549	0
2550	1
2551	1
2552	0
2553	1
2554	0
2555	0
2556	0
2557	1
2558	0
2559	0
2560	1
2561	1
2562	0
2563	1
2564	1
2565	0
2566	1
2567	0
2568	0
2569	0
2570	1
2571	0
2572	0
2573	1
2574	0
2575	0
2576	0
2577	1
2578	0
2579	1
2580	1
2581	0
2582	0
2583	0
2584	1
2585	0
2586	0
2587	1
2588	1
2589	0
2590	1
2591	0
2592	1
2593	0
2594	1
2595	0
2596	1
2597	1
2598	0
2599	0
2600	0
2601	1
2602	0
2603	0
2604	0
2605	0
2606	1
2607	0
2608	0
2609	1
2610	1
2611	0
2612	0
2613	1
2614	0
2615	1
2616	1
2617	1
2618	0
2619	0
2620	0
2621	0
2622	0
2623	0
2624	1
2625	0
2626	0
2627	0
2628	1
2629	0
2630	1
2631	0
2632	1
2633	1
2634	1
2635	1
2636	0
2637	0
2638	1
2639	0
2640	0
2641	0
2642	0
2643	1
2644	1
2645	1
2646	1
2647	0
2648	0
2649	0
2650	0
2651	1
2652	1
2653	1
2654	0
2655	0
2656	0
2657	1
2658	0
2659	0
2660	0
2661	0
2662	0
2663	1
2664	0
2665	0
2666	1
2667	1
2668	0
2669	0
2670	0
2671	1
2672	1
2673	0
2674	0
2675	0
2676	0
2677	0
2678	0
2679	0
2680	1
2681	1
2682	0
2683	1
2684	0
2685	0
2686	0
2687	0
2688	0
2689	0
2690	1
2691	1
2692	0
2693	1
2694	0
2695	1
2696	0
2697	0
2698	1
2699	0
2700	0
2701	1
2702	0
2703	0
2704	0
2705	0
2706	1
2707	0
2708	0
2709	0
2710	0
2711	1
2712	1
2713	0
2714	1
2715	1
2716	1
2717	0
2718	1
2719	1
2720	1
2721	1
2722	1
2723	0
2724	0
2725	0
2726	0
2727	1
2728	1
2729	0
2730	0
2731	0
2732	1
2733	0
2734	1
2735	1
2736	1
2737	1
2738	0
2739	0
2740	1
2741	1
2742	0
2743	0
2744	1
2745	1
2746	1
2747	0
2748	0
2749	1
2750	0
2751	0
2752	0
2753	0
2754	0
2755	1
2756	1
2757	0
2758	0
2759	0
2760	0
2761	1
2762	1
2763	0
2764	0
2765	0
2766	0
2767	0
2768	0
2769	0
2770	1
2771	1
2772	0
2773	0
2774	0
2775	1
2776	1
2777	0
2778	0
2779	1
2780	0
2781	0
2782	0
2783	0
2784	0
2785	0
2786	0
2787	0
2788	1
2789	0
2790	1
2791	0
2792	0
2793	0
2794	0
2795	0
2796	0
2797	1
2798	1
2799	0
2800	0
2801	0
2802	0
2803	1
2804	1
2805	1
2806	0
2807	0
2808	1
2809	1
2810	0
2811	0
2812	0
2813	1
2814	1
2815	0
2816	0
2817	0
2818	0
2819	0
2820	0
2821	1
2822	1
2823	1
2824	1
2825	0
2826	0
2827	1
2828	0
2829	1
2830	0
2831	0
2832	0
2833	0
2834	0
2835	1
2836	1
2837	0
2838	0
2839	0
2840	1
2841	0
2842	0
2843	0
2844	1
2845	1
2846	0
2847	0
2848	0
2849	1
2850	1
2851	1
2852	1
2853	0
2854	1
2855	0
2856	1
2857	0
2858	0
2859	0
2860	0
2861	0
2862	1
2863	1
2864	0
2865	1
2866	0
2867	1
2868	1
2869	0
2870	0
2871	0
2872	0
2873	0
2874	0
2875	0
2876	0
2877	0
2878	0
2879	1
2880	1
2881	1
2882	1
2883	0
2884	1
2885	1
2886	1
2887	0
2888	0
2889	0
2890	1
2891	1
2892	1
2893	0
2894	1
2895	1
2896	0
2897	0
2898	0
2899	1
2900	1
2901	1
2902	0
2903	1
2904	0
2905	0
2906	1
2907	0
2908	0
2909	1
2910	1
2911	0
2912	0
2913	1
2914	0
2915	1
2916	0
2917	0
2918	1
2919	0
2920	0
2921	1
2922	0
2923	0
2924	0
2925	0
2926	1
2927	0
2928	1
2929	1
2930	1
2931	0
2932	0
2933	0
2934	0
2935	0
2936	0
2937	0
2938	0
2939	0
2940	0
2941	0
2942	0
2943	0
2944	1
2945	0
2946	1
2947	0
2948	1
2949	0
2950	0
2951	1
2952	0
2953	0
2954	0
2955	0
2956	1
2957	0
2958	0
2959	1
2960	0
2961	0
2962	0
2963	0
2964	0
2965	0
2966	1
2967	0
2968	1
2969	1
2970	1
2971	0
2972	1
2973	0
2974	0
2975	0
2976	0
2977	1
2978	1
2979	0
2980	1
2981	1
2982	0
2983	1
2984	1
2985	1
2986	0
2987	0
2988	1
2989	0
2990	1
2991	1
2992	0
2993	0
2994	0
2995	1
2996	1
2997	1
2998	0
