id,value
id_224,42.81086742579213
id_225,10.0815200864933
id_226,5.42120270772347
id_227,81.17598197812646
id_228,30.20544411277685
id_229,1.5354294704671894
id_230,40.438922006942065
id_231,15.388963703208958
id_232,22.054414870435494
id_233,7.405651307027737
id_234,15.088506337858304
id_235,25.42000072262468
id_236,13.926112807644847
id_237,3.0287343664615314
id_238,22.137604360241752
id_239,12.564832075021819
